Course Name,Instructor,Price,Enrolled,Duration,Link,Detail
บริหารงานให้เข้าเป้า ด้วยการคิดอย่างมีกลยุทธ์ Strategic Thinking ,ตรัง สุวรรณศิลป์,฿590.00,"2,273",1.04 ชม. ,https://futureskill.co/course/detail/437,เส้นทางในการเรียนซีรีย์ Problem Solving Series เรียนตามลำดับดังนี้1.จัดการปัญหาที่ท้าทายให้ง่ายในพริบตาด้วย Analysis Thinking และ Critical Thinkinghttps://futureskill.co/course/detail/4002.แก้ปัญหาที่ซับซ้อนให้ตรงจุดด้วยแนวคิด Complex Problem Solvinghttps://futureskill.co/course/detail/4013.บริหารงานให้เข้าเป้า ด้วยการคิดอย่างมีกลยุทธ์ Strategic Thinkinghttps://futureskill.co/course/detail/437คอร์สเรียนนี้เหมาะกับใครพนักงานทั่วไปที่อยากฝึกฝนและพัฒนาทักษะการคิดอย่างมีกลยุทธ์เพื่อเพิ่มประสิทธิภาพในการทำงานของตนเองผู้นำระดับ Manager และ Team Lead ที่อยากพัฒนาวิธีการทำงานให้เกิด Impact เพิ่มมากขึ้นโดยใช้เวลาเท่าเดิมหรือลดลงProject Manager ที่อยากเพิ่ม Productivity ในการทำงานคนที่อยากจะเติบโตไปเป็นหัวหน้างานและผู้นำในอนาคตวัตถุประสงค์ของคอร์สเรียนผู้เรียนสามารถออกแบบวัฒนธรรมองค์กร และวิธีการทำงานที่ส่งเสริมทักษะการคิดและแก้ไขปัญหาได้ผู้เรียนสามารถพัฒนาตนเองให้เป็นคนที่สามารถคิดวิเคราะห์และแก้ไขปัญหาในการทำงานและชีวิตของตนเองได้อย่างแม่นยำผู้เรียนสามารถพัฒนาต่อยอดความคิดสร้างสรรค์ และการสร้างนวัตกรรมให้กับตนเอง ลูกน้อง และองค์กรได้Course Highlightผู้สอนเป็นผู้เชี่ยวชาญและมีประสบการณ์ในการเป็นที่ปรึกษากลยุทธ์มีตัวอย่างสถานการณ์และกรณีศึกษาที่ช่วยให้ผู้เรียนคิดตามได้มากขึ้นมี Framework ในการอธิบายสิ่งที่เป็นรูปธรรมให้ผู้เรียนนำไปประยุกต์ใช้ได้มี Class Project ให้ ผู้เรียนสามารถนำปัญหาที่กำลังเกิดขึ้นกับตนเองไปลองประยุกต์ใช้
"เข้าใจการใช้งาน Email, Calendar, and Meetings อย่างมีประสิทธิภาพ",วิทู หงสกุล,฿590.00,"1,315",1.25 ชม. ,https://futureskill.co/course/detail/425,"เส้นทางในการเรียนซีรีย์ Digital Development Program with Microsoft 365 เรียงตามลำดับดังนี้1. Work Collaboration with Office 365https://futureskill.co/course/detail/4242. เข้าใจการใช้งาน Email, Calendar, and Meetings อย่างมีประสิทธิภาพhttps://futureskill.co/course/detail/4253. เรียนรู้วิธีใช้ OneDrive, Forms, และ SharePoint ในการทำงานอย่างมีประสิทธิภาพhttps://futureskill.co/course/detail/4884. สร้าง To Do List และใช้งาน Planner วางแผนการทำงานอย่างมืออาชีพhttps://futureskill.co/course/detail/489คอร์สเรียนนี้เหมาะกับใครผู้ที่ต้องการรู้จักและเริ่มต้นการใช้งานกับ Microsoft 365ผู้ที่ต้องการทำงานด้วย Microsoft 365 ให้มีประสิทธิภาพสูงสุดวัตถุประสงค์ของคอร์สเรียนเพื่อให้ผู้เรียนสามารถใช้งาน Microsoft 365 ได้อย่างมืออาชีพเพื่อให้เข้าใจฟังก์ชั่นและฟีเจอร์ต่างๆ ของ Microsoft 365เพื่อให้ใช้งาน Microsoft Office Online เพื่อการแชร์เอกสารเพื่อให้สามารถทำงานทำงานร่วมกันได้ภายในองค์กรด้วย Microsoft 365จุดเด่นของคอร์สนี้หลักสูตรนี้ได้รับการออกแบบสำหรับผู้ใช้งานระดับเริ่มต้น ที่ต้องการเรียนรู้เครื่องมือทางด้าน Collaboration ของผลิตภัณฑ์ Microsoft 365 อย่างลึกซึ้งคุ้มค่าเงินที่จ่ายมากขึ้น เช่น Email, Calendar, OneDrives, Teams, Planner, Forms, SharePoint ตลอดจนแนะนำการใช้แอพพลิเคชั่น Office มาตรฐานอันเป็นที่รู้จักกันดีอยู่แล้ว เช่น Word, Excel, Power Point เพื่อเพิ่มผลผลิตให้กับงานของท่านพื้นฐานที่จำเป็น?/สิ่งที่ต้องมีบัญชีผู้ใช้งาน Microsoft 365ความรู้พื้นฐานการใช้คอมพิวเตอร์เบื้องต้นOutlookโปรแกรมที่ต้องใช้ลิขสิทธิ์การเช่าใช้งาน Microsoft 365Microsoft Teams"
Work Collaboration With Office 365,วิทู หงสกุล,฿590.00,"1,430",1.53 ชม. ,https://futureskill.co/course/detail/424,"เส้นทางในการเรียนซีรีย์ Digital Development Program with Microsoft 365 เรียงตามลำดับดังนี้1. Work Collaboration with Office 365https://futureskill.co/course/detail/4242. เข้าใจการใช้งาน Email, Calendar, and Meetings อย่างมีประสิทธิภาพhttps://futureskill.co/course/detail/4253. เรียนรู้วิธีใช้ OneDrive, Forms, และ SharePoint ในการทำงานอย่างมีประสิทธิภาพhttps://futureskill.co/course/detail/4884. สร้าง To Do List และใช้งาน Planner วางแผนการทำงานอย่างมืออาชีพhttps://futureskill.co/course/detail/489คอร์สเรียนนี้เหมาะกับใครผู้ที่ต้องการรู้จักและเริ่มต้นการใช้งานกับ Microsoft 365ผู้ที่ต้องการทำงานด้วย Microsoft 365 ให้มีประสิทธิภาพสูงสุดวัตถุประสงค์ของคอร์สเรียนเพื่อให้ผู้เรียนสามารถใช้งาน Microsoft 365 ได้อย่างมืออาชีพเพื่อให้เข้าใจฟังก์ชั่นและฟีเจอร์ต่างๆ ของ Microsoft 365เพื่อให้ใช้งาน Microsoft Office Online เพื่อการแชร์เอกสารเพื่อให้สามารถทำงานทำงานร่วมกันได้ภายในองค์กรด้วย Microsoft 365จุดเด่นของคอร์สนี้หลักสูตรนี้ได้รับการออกแบบสำหรับผู้ใช้งานระดับเริ่มต้น ที่ต้องการเรียนรู้เครื่องมือทางด้าน Collaboration ของผลิตภัณฑ์ Microsoft 365 อย่างลึกซึ้งคุ้มค่าเงินที่จ่ายมากขึ้น เช่น Email, Calendar, OneDrives, Teams, Planner, Forms, SharePoint ตลอดจนแนะนำการใช้แอพพลิเคชั่น Office มาตรฐานอันเป็นที่รู้จักกันดีอยู่แล้ว เช่น Word, Excel, Power Point เพื่อเพิ่มผลผลิตให้กับงานของท่านพื้นฐานที่จำเป็น?/สิ่งที่ต้องมีบัญชีผู้ใช้งาน Microsoft 365ความรู้พื้นฐานการใช้คอมพิวเตอร์เบื้องต้นโปรแกรมที่ต้องใช้ลิขสิทธิ์การเช่าใช้งาน Microsoft 365Microsoft WordMicrosoft ExcelMicrosoft PowerPoint"
Workshop : พัฒนาแอพพลิเคชั่นแรกได้ด้วยภาษา Java,ศุภพงศ์ สกุลคู,฿590.00,463,55 นาที,https://futureskill.co/course/detail/423,"เส้นทางในการเรียนคอร์ส Bacome to Java Developer : ก้าวแรกสู่การเป็นนักพัฒนาแอพพลิเคชั่นอย่างมืออาชีพด้วยภาษา Java เรียงตามลำดับดังนี้1. Introduction to Java Programing : เริ่มต้นพื้นฐานการเขียนโปรแกรมและพัฒนาแอพพลิเคชั้นแรกด้วยภาษา Javahttps://futureskill.co/course/detail/4212. Object-Oriented Programming in Java จัดการการเขียนโค้ดที่ซับซ้อนให้เข้าใจได้ง่ายขึ้นด้วย Object-Orientedhttps://futureskill.co/course/detail/4223. Workshop : พัฒนาแอพพลิเคชั่นแรกได้ด้วยภาษา Javahttps://futureskill.co/course/detail/423คอร์สเรียนนี้เหมาะกับใครนักเรียน นักศึกษา สนใจในการสาย IT→ นักเรียน นักศึกษา ที่สนใจในการเรียนต่อ เช่นการพัฒนา application, Moblie app เป็นต้นJava Developer→ นักพัฒนาระดับเริ่มต้นที่ต้องการควมรู้เพิ่มเติมไปต่อยอดในอาชีพของตัวเองบุคคลทั่วไปที่อยากย้ายสายงาน IT→ ที่มีความสนใจอยากเปลี่ยนสายอาชีพวัตถุประสงค์ของการเรียนคอร์สนี้เพื่อเรียนรู้การเขียนโปรแกรมภาษา JAVA ตั้งแต่ขั้นพื้นฐานเพื่อใช้ภาษา JAVA พัฒนาแอพพลิเคชั่นเพื่อการนำความรู้ไปประยุกต์ใช้กับโปรเจคและการพัฒนาโปรแกรมภาษา JAVAเพื่อให้สามารถต่อยอดในสายงานที่ใช้ JAVA ในการพัฒนาCourse HighlightWorkshop & Mini-Workshop สามารถนำไปใช้ได้สำหรับงานในปัจจุบันมี Workshop ให้ทดลองทำตาม จนสามารถประยุกต์ได้ด้วยตัวเองมีไอเดียหรือแหล่งหาไอเดียในการพัฒนาด้วยภาษา JAVAมี Tools ต่างๆ ที่นิยมในปัจจุบันช่วยให้การการเขียนโปรแกรมไวขึ้นพื้นฐานที่จำเป็น/สิ่งที่ต้องมี/ทักษะที่ต้องมีไม่ต้องมีพื้นฐานโปรแกรมที่ต้องใช้Eclipse"
จัดการการเขียนโค้ดที่ซับซ้อนให้เข้าใจได้ง่ายขึ้นด้วย Object-Oriented,ศุภพงศ์ สกุลคู,฿790.00,430,53 นาที,https://futureskill.co/course/detail/422,"เส้นทางในการเรียนคอร์ส Bacome to Java Developer : ก้าวแรกสู่การเป็นนักพัฒนาแอพพลิเคชั่นอย่างมืออาชีพด้วยภาษา Java เรียงตามลำดับดังนี้1. Introduction to Java Programing : เริ่มต้นพื้นฐานการเขียนโปรแกรมและพัฒนาแอพพลิเคชั้นแรกด้วยภาษา Javahttps://futureskill.co/course/detail/4212. Object-Oriented Programming in Java จัดการการเขียนโค้ดที่ซับซ้อนให้เข้าใจได้ง่ายขึ้นด้วย Object-Orientedhttps://futureskill.co/course/detail/4223. Workshop : พัฒนาแอพพลิเคชั่นแรกได้ด้วยภาษา Javahttps://futureskill.co/course/detail/423คอร์สเรียนนี้เหมาะกับใครนักเรียน นักศึกษา สนใจในการสาย IT→ นักเรียน นักศึกษา ที่สนใจในการเรียนต่อ เช่นการพัฒนา application, Moblie app เป็นต้นJava Developer→ นักพัฒนาระดับเริ่มต้นที่ต้องการควมรู้เพิ่มเติมไปต่อยอดในอาชีพของตัวเองบุคคลทั่วไปที่อยากย้ายสายงาน IT→ ที่มีความสนใจอยากเปลี่ยนสายอาชีพวัตถุประสงค์ของการเรียนคอร์สนี้เพื่อเรียนรู้การเขียนโปรแกรมภาษา JAVA ตั้งแต่ขั้นพื้นฐานเพื่อใช้ภาษา JAVA พัฒนาแอพพลิเคชั่นเพื่อการนำความรู้ไปประยุกต์ใช้กับโปรเจคและการพัฒนาโปรแกรมภาษา JAVAเพื่อให้สามารถต่อยอดในสายงานที่ใช้ JAVA ในการพัฒนาCourse HighlightWorkshop & Mini-Workshop สามารถนำไปใช้ได้สำหรับงานในปัจจุบันมี Workshop ให้ทดลองทำตาม จนสามารถประยุกต์ได้ด้วยตัวเองมีไอเดียหรือแหล่งหาไอเดียในการพัฒนาด้วยภาษา JAVAมี Tools ต่างๆ ที่นิยมในปัจจุบันช่วยให้การการเขียนโปรแกรมไวขึ้นพื้นฐานที่จำเป็น/สิ่งที่ต้องมี/ทักษะที่ต้องมีไม่ต้องมีพื้นฐานโปรแกรมที่ต้องใช้Eclipse"
Introduction to Java Programing เริ่มต้นพื้นฐานการเขียนโปรแกรมและพัฒนาแอพพลิเคชั้นแรกด้วยภาษา Java,ศุภพงศ์ สกุลคู,฿790.00,763,2.33 ชม. ,https://futureskill.co/course/detail/421,"เส้นทางในการเรียนคอร์ส Bacome to Java Developer : ก้าวแรกสู่การเป็นนักพัฒนาแอพพลิเคชั่นอย่างมืออาชีพด้วยภาษา Java เรียงตามลำดับดังนี้1. Introduction to Java Programing : เริ่มต้นพื้นฐานการเขียนโปรแกรมและพัฒนาแอพพลิเคชั้นแรกด้วยภาษา Javahttps://futureskill.co/course/detail/4212. Object-Oriented Programming in Java จัดการการเขียนโค้ดที่ซับซ้อนให้เข้าใจได้ง่ายขึ้นด้วย Object-Orientedhttps://futureskill.co/course/detail/4223. Workshop : พัฒนาแอพพลิเคชั่นแรกได้ด้วยภาษา Javahttps://futureskill.co/course/detail/423คอร์สเรียนนี้เหมาะกับใครนักเรียน นักศึกษา สนใจในการสาย IT→ นักเรียน นักศึกษา ที่สนใจในการเรียนต่อ เช่นการพัฒนา Application, Moblie App เป็นต้นJava Developer→ นักพัฒนาระดับเริ่มต้นที่ต้องการควมรู้เพิ่มเติมไปต่อยอดในอาชีพของตัวเองบุคคลทั่วไปที่อยากย้ายสายงาน IT→ ที่มีความสนใจอยากเปลี่ยนสายอาชีพวัตถุประสงค์ของการเรียนคอร์สนี้เพื่อเรียนรู้การเขียนโปรแกรมภาษา JAVA ตั้งแต่ขั้นพื้นฐานเพื่อใช้ภาษา JAVA พัฒนาแอพพลิเคชั่นเพื่อการนำความรู้ไปประยุกต์ใช้กับโปรเจคและการพัฒนาโปรแกรมภาษา JAVAเพื่อให้สามารถต่อยอดในสายงานที่ใช้ JAVA ในการพัฒนาCourse HighlightWorkshop & Mini-Workshop สามารถนำไปใช้ได้สำหรับงานในปัจจุบันมี Workshop ให้ทดลองทำตาม จนสามารถประยุกต์ได้ด้วยตัวเองมีไอเดียหรือแหล่งหาไอเดียในการพัฒนาด้วยภาษา JAVAมี Tools ต่างๆ ที่นิยมในปัจจุบันช่วยให้การการเขียนโปรแกรมไวขึ้นพื้นฐานที่จำเป็น/สิ่งที่ต้องมี/ทักษะที่ต้องมีไม่ต้องมีพื้นฐานโปรแกรมที่ต้องใช้Eclipse"
Hands On C# Space Shooter 3D Game With Unity,ผู้ช่วยศาสตราจารย์ บัญญพนต์ พูลสวัสดิ์,฿790.00,504,1.39 ชม. ,https://futureskill.co/course/detail/418,"เส้นทางในการเรียนซีรีย์ Getting Started as C# Developer เรียนตามลำดับดังนี้1. Getting Started as C# Developerhttps://futureskill.co/course/detail/3082. C#: การเขียนโปรแกรมเชิงวัตถุ (Object Oriented Programming-OOP)https://futureskill.co/course/detail/3093. Advanced For C# Programminghttps://futureskill.co/course/detail/3104. Build Hands-On A Project : C# Programminghttps://futureskill.co/course/detail/3115.สร้าง Game Application ตั้งแต่เริ่มต้น จนเล่นได้จริงทั้งบน PC และ Mobile จาก Unity 3Dhttps://futureskill.co/course/detail/896.Hands On C# Space Shooter 3D Game With Unityhttps://futureskill.co/course/detail/418คอร์สเรียนนี้เหมาะกับใครนักเรียน, นักศึกษา ที่สนใจGame Developmentทำไมต้องเรียนคอร์สนี้Workshop การสร้างเกมส์ 3D และ การออกแบบเกมส์ให้น่าสนใจพื้นฐานที่จำเป็น?/สิ่งที่ต้องมีจำเป็นต้องมีพื้นฐานภาษา C#โปรแกรมที่ต้องใช้โปรแกรม Unity (ไม่มีค่าใช้จ่าย)"
"(Webinar) Sustainability: The Key to Business Success in the Future ความยั่งยืน"" หัวใจของธุรกิจในยุค 2023",ณัฐณรินทร์ อิสริยเมธา,คอร์สฟรี,"1,754",1.27 ชม. ,https://futureskill.co/course/detail/411,"[LIVE]สัมมนาออนไลน์ Sustainability : The Key to Business Success in the Future ความยั่งยืน"" หัวใจของธุรกิจในยุค 2023 (เมื่อวันที่ 27 มกราคม 2566)คอร์สเรียนนี้เหมาะกับใครผู้ที่ต้องการพัฒนาองค์กรให้ธุรกิจมีความยั่งยืน (Sustainability)ผู้ที่ศึกษาเกี่ยวกับการทำธุรกิจแบบยั่งยืน (Sustainability)วัตถุประสงค์ของคอร์สเรียนเพื่อให้ผู้เรียนได้รับแนวคิดในการวางกลยุทธ์ การวางแผน การหาประเด็นในการทำธุรกิจอย่างยั่งยืนเพื่อให้ผู้เรียนได้เทคนิคและ Frameworkในการนำไปใช้ทำธุรกิจเพื่อให้ผู้เรียนได้เห็นมุมมองเกี่ยวกับความยั่งยืนในหลายมุมมองมากยิ่งขึ้นเพื่อให้ผู้เรียนได้เรียนรู้ผลกระทบจากสภาพแวดล้อมที่ส่งผลต่อธุรกิจอย่างไรCourse Highlightมีผู้เชี่ยวชาญและที่ปรึกษาองค์กรด้านความยั่งยืน (Sustainability) มาบรรยายมี Case Study ที่เยอะและเข้าใจได้ง่ายอัปเดต Sustainability Trend 2023"
Motivation Building and Influencing Performance เสริมสร้างแรงจูงใจ ปลุกไฟคนทำงาน,วรุตม์ นิมิตยนต์,฿590.00,"4,364",1.08 ชม. ,https://futureskill.co/course/detail/402,เส้นทางในการเรียนคอร์ส Productive Workplace เรียนตามลำดับดังนี้1. Motivation Building and Influencing Performance เสริมสร้างแรงจูงใจ ปลุกไฟคนทำงานhttps://futureskill.co/course/detail/4022. Conflict Killing & Building A Successful Team ด้วยการสื่อสารและการร่วมมือในที่ทำงานอย่างมีประสิทธิภาพhttps://futureskill.co/course/detail/4473. How To Become a Highly Productive People จัดระเบียบชีวิตการทำงานให้เหนื่อยน้อยลงhttps://futureskill.co/course/detail/448คอร์สเรียนนี้เหมาะกับใครพนักงานประจำทั่วไปที่อยากฝึกฝนและพัฒนาทักษะการการโน้มน้าวใจคนของตนเองSale & Marketer ที่อยากทำความเข้าใจพฤติกรรมลูกค้าเพื่อจูงใจให้เกิดการซื้อ และเพิ่มยอดขายผู้นำระดับ Manager และ Team Lead ที่อยากพัฒนาแรงจูงใจในการทำงานของลูกทีมเพื่อเพิ่มอัตราการบรรลุเป้าหมายขององค์กรHR ที่อยากสร้าง Employee Engagement ให้กับพนักงานในองค์กรผู้บริหารที่อยากสร้างวัฒนธรรมองค์กรที่สร้างแรงจูงใจและแรงบันดาลใจในการทำงานคนที่อยากจะเติบโตไปเป็นหัวหน้างานและผู้นำในอนาคตครู อาจารย์ ที่อยากสร้างแรงบันดาลใจในการเรียนรู้ให้กับผู้เรียนวัตถุประสงค์ของคอร์สเรียนผู้เรียนสามารถวิเคราะห์ปัจจัยที่ทำลายแรงจูงใจในการทำงานในระดับทีม และองค์กร เพื่อหาวิธีป้องกันได้ผู้เรียนสามารถออกแบบวิธีการเสริมแรงจูงใจให้กับผู้คนที่มีความแตกต่างหลากหลายได้ผู้เรียนสามารถตั้งเป้าหมายในการทำงานที่ส่งเสริมแรงจูงใจในการทำงานได้ผู้เรียนสามารถสื่อสารกับผู้อื่นเพื่อเสริมสร้างแรงจูงใจในการทำงานได้ผู้เรียนสามารถสร้างความสัมพันธ์ที่อยู่บนพื้นฐานของความไว้วางใจได้Course Highlightมี Mini Workshop ที่เป็นเทคนิคและวิธีการพัฒนาตนเองในทุก ๆ บทเรียนมี Case Study ประกอบการเรียนทุกบทการสอนในรูปแบบ Active Learning ที่จะทำให้ผู้เรียนได้คิดตามตลอดเวลามีตัวอย่างที่เกิดขึ้นในชีวิตประจำวัน สามารถนำไปประยุกต์ใช้ได้ทันทีผู้สอนคนแรก เป็นผู้ก่อตั้งบริษัท Deschooling Game บริษัทรับออกแบบบอร์ดเกม ที่ใช้บอร์ดเกมในการแก้ไขปัญหาในระดับองค์กร ระดับชุมชน และระดับประเทศผู้สอนคนที่สอง เป็นผู้เขียนหนังสือ Gamification จูงใจคนด้วยกลไกเกม เล่มแรกของประเทศไทย และนักวางแผนกลยุทธ์องค์กร
แก้ปัญหาที่ซับซ้อนให้ตรงจุดด้วยแนวคิด Complex Problem Solving,วรุตม์ นิมิตยนต์,฿590.00,"2,325",54 นาที,https://futureskill.co/course/detail/401,เส้นทางในการเรียนซีรีย์ Problem Solving Series เรียนตามลำดับดังนี้1.จัดการปัญหาที่ท้าทายให้ง่ายในพริบตาด้วย Analysis Thinking และ Critical Thinkinghttps://futureskill.co/course/detail/4002.แก้ปัญหาที่ซับซ้อนให้ตรงจุดด้วยแนวคิด Complex Problem Solvinghttps://futureskill.co/course/detail/4013.บริหารงานให้เข้าเป้า ด้วยการคิดอย่างมีกลยุทธ์ Strategic Thinkinghttps://futureskill.co/course/detail/437คอร์สเรียนนี้เหมาะกับใครพนักงานประจำทั่วไปที่อยากฝึกฝนและพัฒนาทักษะการคิดและแก้ไขปัญหาในการทำงานของตนเองให้มีประสิทธิภาพเพิ่มมากขึ้นNew Manager ที่อยากพัฒนาทักษะการแก้ไขปัญหาของตนเองผู้บริหารที่อยากเพิ่มประสิทธิภาพการทำงาน จากการวางแผน การคิดกลยุทธ์แก้ไขปัญหา และการเพิ่มประสิทธิภาพการทำงานคนที่อยากจะเติบโตไปเป็นหัวหน้างานและผู้นำในอนาคตวัตถุประสงค์ของคอร์สเรียนผู้เรียนสามารถออกแบบวัฒนธรรมองค์กร และวิธีการทำงานที่ส่งเสริมทักษะการคิดและแก้ไขปัญหาได้ผู้เรียนสามารถพัฒนาตนเองให้เป็นคนที่สามารถคิดวิเคราะห์และแก้ไขปัญหาในการทำงานและชีวิตของตนเองได้อย่างแม่นยำผู้เรียนสามารถพัฒนาต่อยอดความคิดสร้างสรรค์ และการสร้างนวัตกรรมให้กับตนเอง ลูกน้อง และองค์กรได้Course Highlightแบบฝึกหัดในการพัฒนาทักษะการคิดและแก้ไขปัญหาสำหรับพัฒนาตัวเอง และพัฒนาการทำงานในระดับทีม และองค์กรมี Mini workshop ที่เป็นเทคนิคและวิธีการพัฒนาตนเองในทุก ๆ บทเรียนมี Case Study ประกอบการเรียนทุกบทการสอนในรูปแบบ Active Learning ที่จะทำให้ผู้เรียนได้คิดตามตลอดเวลามีตัวอย่างที่เกิดขึ้นในชีวิตประจำวัน สามารถนำไปประยุกต์ใช้ได้ทันทีเป็นผู้ก่อตั้งบริษัท Deschooling Game บริษัทรับออกแบบบอร์ดเกม ที่ใช้บอร์ดเกมในการแก้ไขปัญหาในระดับองค์กร ระดับชุมชน และระดับประเทศ
จัดการปัญหาที่ท้าทายให้ง่ายในพริบตาด้วย Analysis Thinking และ Critical Thinking,วรุตม์ นิมิตยนต์,฿590.00,"5,078",53 นาที,https://futureskill.co/course/detail/400,เส้นทางในการเรียนซีรีย์ Problem Solving Series เรียนตามลำดับดังนี้1.จัดการปัญหาที่ท้าทายให้ง่ายในพริบตาด้วย Analysis Thinking และ Critical Thinkinghttps://futureskill.co/course/detail/4002.แก้ปัญหาที่ซับซ้อนให้ตรงจุดด้วยแนวคิด Complex Problem Solvinghttps://futureskill.co/course/detail/4013.บริหารงานให้เข้าเป้า ด้วยการคิดอย่างมีกลยุทธ์ Strategic Thinkinghttps://futureskill.co/course/detail/437คอร์สเรียนนี้เหมาะกับใครพนักงานประจำทั่วไปที่อยากฝึกฝนและพัฒนาทักษะการคิดและแก้ไขปัญหาในการทำงานของตนเองให้มีประสิทธิภาพเพิ่มมากขึ้นNew Manager ที่อยากพัฒนาทักษะการแก้ไขปัญหาของตนเองผู้บริหารที่อยากเพิ่มประสิทธิภาพการทำงาน จากการวางแผน การคิดกลยุทธ์แก้ไขปัญหา และการเพิ่มประสิทธิภาพการทำงานคนที่อยากจะเติบโตไปเป็นหัวหน้างานและผู้นำในอนาคตวัตถุประสงค์ของคอร์สเรียนผู้เรียนสามารถออกแบบวัฒนธรรมองค์กร และวิธีการทำงานที่ส่งเสริมทักษะการคิดและแก้ไขปัญหาได้ผู้เรียนสามารถพัฒนาตนเองให้เป็นคนที่สามารถคิดวิเคราะห์และแก้ไขปัญหาในการทำงานและชีวิตของตนเองได้อย่างแม่นยำผู้เรียนสามารถพัฒนาต่อยอดความคิดสร้างสรรค์ และการสร้างนวัตกรรมให้กับตนเอง ลูกน้อง และองค์กรได้Course Highlightแบบฝึกหัดในการพัฒนาทักษะการคิดและแก้ไขปัญหาสำหรับพัฒนาตัวเอง และพัฒนาการทำงานในระดับทีม และองค์กรมี Mini workshop ที่เป็นเทคนิคและวิธีการพัฒนาตนเองในทุก ๆ บทเรียนมี Case Study ประกอบการเรียนทุกบทการสอนในรูปแบบ Active Learning ที่จะทำให้ผู้เรียนได้คิดตามตลอดเวลามีตัวอย่างที่เกิดขึ้นในชีวิตประจำวัน สามารถนำไปประยุกต์ใช้ได้ทันทีเป็นผู้ก่อตั้งบริษัท Deschooling Game บริษัทรับออกแบบบอร์ดเกม ที่ใช้บอร์ดเกมในการแก้ไขปัญหาในระดับองค์กร ระดับชุมชน และระดับประเทศ
Fundraising for Impact Venture,ณรัณภัสสร์ ฐิติพัทธกุล,คอร์สฟรี,441,57 นาที,https://futureskill.co/course/detail/399,คอร์สเรียนนี้เหมาะกับใครผู้ที่สนใจขยายผล Impact Venture ของตนเองได้ยั่งยืนผู้ที่สนใจ Pitch กับนักลงทุนทางสังคมหน่วยงาน/องค์กรที่สนใจลงทุน Impact Ventureวัตถุประสงค์ของคอร์สเรียนเพื่อให้ผู้ที่สนใจเตรียมตัวระดมทุนเพื่อขยายผล Impact Venture สามารถขยายผลได้อย่างยั่งยืนCourse Highlight﻿เข้าใจมุมมองของนักลงทุนทางสังคมเพิ่มโอกาส/ความแข็งแกร่งในการขยายผลธุรกิจได้ง่ายและยั่งยืนมากยิ่งขึ้น
Starting Your Impact Venture,ไพลิน สันติชัยเวคิน,คอร์สฟรี,618,54 นาที,https://futureskill.co/course/detail/384,คอร์สเรียนนี้เหมาะกับใครผู้ที่สนใจสร้าง Impact Venture/อยากเรียนรู้เกี่ยวกับ Impact Ventureหน่วยงาน/องค์กรที่สนใจสนับสนุน Impact Ventureวัตถุประสงค์ของคอร์สเรียนเพื่อให้ผู้ที่สนใจสร้าง Impact Venture ได้เรียนรู้วิธีการสร้าง Venture และขยายผลได้อย่างยั่งยืนพื้นฐานที่จำเป็น?/สิ่งที่ต้องมีมีพื้นฐานด้านธุรกิจเบื้องต้นCourse Highlightเข้าใจตั้งแต่การเริ่มตั้งต้นว่าธุรกิจของเราอยู่จุดไหนของ Spectrum ความ Impact Oriented และความ Business Orientedการริเริ่ม Impact Venture ที่ใช้ได้จริง จากประสบการณ์ที่ช่วยเหลือนวัตกรทางสังคมมาอย่างใกล้ชิด
Workshop : Todo List With MongoDB And Mongoose And Implement In REST API,จารุพงศ์ ปะจักโก,฿590.00,"1,255",1.01 ชม. ,https://futureskill.co/course/detail/382,เส้นทางในการเรียนซีรีย์ Node.js เรียนตามลำดับดังนี้1. Getting Started with Node.js Back-end Developmenthttps://futureskill.co/course/detail/3792. Introduction To Node.JS Framework : Express and REST API Clientshttps://futureskill.co/course/detail/3803. Learn NoSQL and Mongodb For Back-Endhttps://futureskill.co/course/detail/3814. Workshop : Todo List With MongoDB And Mongoose And Implement In REST APIhttps://futureskill.co/course/detail/382คอร์สเรียนนี้เหมาะกับใครนักเรียน นักศึกษา ที่ต้องการทำโปรเจคหรือทำงานสาย back-end or Full StackBack-end DeveloperFull Stack Developerบุคคลทั่วไปที่ต้องการเปลี่ยนอาชีพ back-end or Full Stackวัตถุประสงค์ของการเรียนคอร์สนี้เพื่อช่วยเพิ่มความเข้าใจในวิธีการพัฒนาระบบหลังบ้านด้วย Node js แบบพื้นฐานเพื่อให้ผู้เรียน จะได้รู้จักเครื่องมือที่สำคัญ VScode และ Postman ในการพัฒนาระบบหลังบ้านเพื่อช่วยให้ผู้เรียนเข้าใจพื้นฐานการสร้างระบบหลังบ้านด้วย Nodejs และ ExpressJsเพื่อช่วยให้ผู้เรียนเข้าใจการเชื่อมข้อมูลกับ Database (Mongodb)ผู้เรียนสามารถนำ Workshop หรือ Project เพิ่มใน Portfolio ได้Course Highlightการติดตั้ง Environment Setup และ รู้จักกับเครื่องมือที่ใช้ในการพัฒนาระบบหลังบ้านพื้นฐานเบื้องต้นสำหรับการพัฒนา Back-end ด้วย Node.js และ expressjsการเชื่อมต่อกับ Database (MongoDB)พื้นฐานที่จำเป็น?/สิ่งที่ต้องมี/ทักษะที่ต้องมีต้องมีพื้นฐาน Javascriptโปรแกรมที่ต้องใช้Visual Studio CodePostman
